ids,sentiment,sarcasm,vulgar,abuse,target
image_tamil_0622.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0484.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0233.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0923.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0157.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0889.jpg,neutral,yes,not vulgar,non-abusive,none
image_tamil_0854.png,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0243.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0840.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0949.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0590.jpg,negative,yes,vulgar,abusive,individual
image_tamil_0317.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0357.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0981.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0862.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0469.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0758.jpg,negative,yes,vulgar,non-abusive,individual
image_tamil_0657.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0192.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0636.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0777.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0127.jpg,negative,no,not vulgar,non-abusive,others
image_tamil_0638.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0501.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0214.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0992.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0335.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0601.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0977.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0060.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0446.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0989.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0176.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0456.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0940.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0273.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0293.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0058.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0626.jpg,neutral,no,not vulgar,non-abusive,social sub-groups
image_tamil_0358.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0740.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0882.jpg,negative,yes,not vulgar,non-abusive,political
image_tamil_0427.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0240.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0050.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0681.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0613.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0757.png,neutral,no,not vulgar,non-abusive,individual
image_tamil_0415.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0896.jpg,positive,yes,not vulgar,non-abusive,none
image_tamil_0973.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0468.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0252.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0611.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0128.jpg,negative,yes,not vulgar,non-abusive,others
image_tamil_0400.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0189.jpg,neutral,no,not vulgar,non-abusive,others
image_tamil_0203.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0314.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0453.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0422.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0410.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0359.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0771.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0333.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0217.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0499.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0723.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0457.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0123.jpg,negative,yes,vulgar,non-abusive,individual
image_tamil_0979.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0287.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0589.png,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0311.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0878.jpg,neutral,yes,not vulgar,non-abusive,political
image_tamil_0183.jpg,negative,yes,not vulgar,non-abusive,others
image_tamil_0408.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0704.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0846.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0496.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0360.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0197.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0307.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0112.jpg,neutral,no,not vulgar,non-abusive,others
image_tamil_0956.jpg,positive,yes,not vulgar,non-abusive,individual
image_tamil_0416.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0340.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0776.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0895.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0274.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0672.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0890.png,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0158.jpg,positive,yes,not vulgar,non-abusive,others
image_tamil_0540.jpg,positive,no,not vulgar,non-abusive,social sub-groups
image_tamil_0974.png,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0269.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0801.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0821.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0659.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0875.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0194.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0809.jpg,negative,yes,vulgar,abusive,individual
image_tamil_0462.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0406.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0988.jpg,positive,yes,not vulgar,non-abusive,others
image_tamil_0200.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0937.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0341.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0492.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0664.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0302.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0038.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0455.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0907.jpg,negative,yes,not vulgar,abusive,individual
image_tamil_0094.jpg,neutral,no,not vulgar,non-abusive,none
image_tamil_0281.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0527.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0552.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0727.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0006.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0596.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0782.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0208.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0363.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0774.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0913.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0265.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0124.jpg,negative,no,vulgar,non-abusive,others
image_tamil_0442.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0795.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0402.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0277.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0098.jpg,neutral,no,not vulgar,non-abusive,none
image_tamil_0668.png,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0677.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0213.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0632.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0166.jpg,positive,yes,not vulgar,non-abusive,individual
image_tamil_0090.jpg,positive,no,not vulgar,non-abusive,none
image_tamil_0686.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0682.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0679.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0616.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0435.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0832.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0850.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0332.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0172.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0829.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0756.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0594.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0604.jpg,neutral,yes,vulgar,abusive,none
image_tamil_0018.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0621.png,positive,yes,not vulgar,non-abusive,individual
image_tamil_0944.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0150.jpg,neutral,no,not vulgar,non-abusive,others
image_tamil_0278.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0729.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0064.jpg,positive,no,not vulgar,non-abusive,none
image_tamil_0272.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0806.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0205.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0525.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0733.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0617.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0998.jpg,negative,yes,not vulgar,non-abusive,gender
image_tamil_0773.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0685.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0250.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0580.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0019.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0675.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0109.jpg,positive,yes,not vulgar,abusive,individual
image_tamil_0830.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0676.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0929.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0884.jpg,neutral,yes,not vulgar,non-abusive,none
image_tamil_0347.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0451.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0597.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0045.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0013.jpg,neutral,yes,vulgar,non-abusive,individual
image_tamil_0763.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0210.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0079.jpg,neutral,no,not vulgar,non-abusive,none
image_tamil_0429.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0824.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0612.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0271.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0592.jpg,negative,yes,not vulgar,non-abusive,political
image_tamil_0521.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0310.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0898.jpg,negative,yes,not vulgar,abusive,individual
image_tamil_0838.png,negative,yes,not vulgar,abusive,individual
image_tamil_0666.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0867.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0365.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0254.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0957.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0245.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0261.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0377.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0680.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0652.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0369.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0593.jpg,negative,yes,not vulgar,non-abusive,political
image_tamil_0987.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0751.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0557.jpg,positive,yes,not vulgar,non-abusive,gender
image_tamil_0009.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0167.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0218.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0849.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0633.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0836.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0394.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0772.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0537.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0337.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0569.jpg,positive,no,not vulgar,non-abusive,social sub-groups
image_tamil_0966.jpg,neutral,no,not vulgar,non-abusive,social sub-groups
image_tamil_0073.jpg,negative,no,not vulgar,non-abusive,none
image_tamil_0926.png,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0061.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0371.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0289.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0760.png,negative,yes,not vulgar,non-abusive,individual
image_tamil_0705.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0334.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0057.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0399.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0282.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0683.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0568.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0476.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0330.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0845.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0285.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0190.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0368.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0270.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0411.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0515.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0367.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0052.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0092.jpg,neutral,no,not vulgar,non-abusive,none
image_tamil_0120.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0566.jpg,negative,yes,not vulgar,abusive,gender
image_tamil_0533.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0225.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0629.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0702.jpg,negative,yes,not vulgar,non-abusive,others
image_tamil_0815.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0239.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0226.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0348.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0421.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0819.jpg,negative,yes,not vulgar,non-abusive,others
image_tamil_0327.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0734.jpg,negative,yes,not vulgar,non-abusive,political
image_tamil_0135.jpg,negative,no,not vulgar,non-abusive,gender
image_tamil_0645.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0933.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0805.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0711.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0155.jpg,negative,no,not vulgar,non-abusive,others
image_tamil_0578.png,negative,yes,not vulgar,non-abusive,political
image_tamil_0374.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0856.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0494.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0955.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0879.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0140.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0796.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0177.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0485.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0938.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0942.jpg,neutral,yes,not vulgar,non-abusive,none
image_tamil_0885.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0089.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0420.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0730.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0121.jpg,neutral,no,not vulgar,abusive,individual
image_tamil_0231.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0870.png,positive,no,not vulgar,non-abusive,social sub-groups
image_tamil_0473.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0417.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0328.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0238.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0268.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0969.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0156.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0448.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0383.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0869.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0198.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0175.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0154.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0151.jpg,neutral,no,not vulgar,non-abusive,others
image_tamil_0600.png,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0529.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0295.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0534.jpg,negative,yes,not vulgar,non-abusive,others
image_tamil_0338.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0185.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0432.jpg,neutral,no,not vulgar,non-abusive,individual
image_tamil_0912.jpg,positive,no,not vulgar,non-abusive,none
image_tamil_0051.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0474.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0072.jpg,positive,no,not vulgar,non-abusive,none
image_tamil_0558.jpg,positive,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0125.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0459.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0918.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0688.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0056.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0948.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0503.jpg,negative,yes,not vulgar,non-abusive,political
image_tamil_0654.png,neutral,yes,not vulgar,non-abusive,others
image_tamil_0694.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0380.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0581.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0187.jpg,negative,no,not vulgar,abusive,individual
image_tamil_0964.jpg,positive,yes,not vulgar,non-abusive,individual
image_tamil_0373.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0069.jpg,neutral,no,not vulgar,non-abusive,none
image_tamil_0305.jpg,positive,no,not vulgar,non-abusive,others
image_tamil_0472.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0375.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0161.jpg,positive,yes,not vulgar,non-abusive,individual
image_tamil_0531.jpg,negative,yes,not vulgar,non-abusive,political
image_tamil_0304.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0283.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0444.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0631.jpg,negative,yes,not vulgar,non-abusive,others
image_tamil_0513.jpg,positive,yes,not vulgar,non-abusive,individual
image_tamil_0267.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0370.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0471.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0714.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0699.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0886.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0914.jpg,neutral,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0709.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0697.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0853.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0436.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0864.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0497.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0506.jpg,neutral,yes,not vulgar,non-abusive,others
image_tamil_0620.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0299.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0146.jpg,neutral,no,not vulgar,non-abusive,others
image_tamil_0825.jpg,negative,yes,not vulgar,non-abusive,social sub-groups
image_tamil_0479.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0136.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0055.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0306.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0585.jpg,negative,no,not vulgar,abusive,individual
image_tamil_0939.png,negative,yes,not vulgar,non-abusive,individual
image_tamil_0811.jpg,negative,yes,not vulgar,non-abusive,others
image_tamil_0710.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0078.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0169.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0350.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0130.jpg,negative,no,not vulgar,non-abusive,others
image_tamil_0376.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0256.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0905.jpg,neutral,yes,not vulgar,non-abusive,none
image_tamil_0437.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0449.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0745.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0188.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0070.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0538.png,neutral,yes,not vulgar,non-abusive,others
image_tamil_0852.png,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0595.png,positive,no,not vulgar,non-abusive,individual
image_tamil_0047.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0737.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0020.jpg,positive,no,not vulgar,non-abusive,individual
image_tamil_0536.jpg,positive,yes,not vulgar,non-abusive,others
image_tamil_0209.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0781.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0115.jpg,negative,no,not vulgar,non-abusive,others
image_tamil_0606.jpg,neutral,yes,not vulgar,non-abusive,none
image_tamil_0039.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0963.jpg,negative,yes,not vulgar,non-abusive,individual
image_tamil_0008.jpg,neutral,no,not vulgar,non-abusive,none
image_tamil_0808.jpg,negative,yes,not vulgar,non-abusive,political
image_tamil_0523.jpg,neutral,yes,not vulgar,non-abusive,individual
image_tamil_0204.jpg,negative,no,not vulgar,non-abusive,individual
image_tamil_0673.jpg,negative,yes,vulgar,abusive,gender
